Eid,Id,Value_1,Value_2,Identity
3.2_examples_3,977,0,0,[(A - [-A/2 + B/2 + B/2 + D/2])*([-A + 2*B] - D)]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,980,0,0,[(A - [B/2 + [-A + B + D]/2])*([-A + 2*B] - D)]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1018,0,0,[(B - [A - B + D])*([3*A - 2*B] - D)]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1025,0,0,[(-A + [2*B - D])*(-B + [3*A/2 - D/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1028,0,0,[(A - [2*B/3 + D/3])*(B - [A - B + D])]+1/3*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1030,0,0,[(A - [-2*A + 2*B + D])*(A - [2*A - 2*B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1035,0,0,[(A - [-2*A + 2*B + D])*(A - [-B + 2*[A/2 + [A - B + D]/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1052,0,0,[(A - [-2*A + 2*B + D])*(A - [-[-A + 2*B] + 2*(A/2 + D/2)])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1076,0,0,[(A - [-2*A + 2*B + D])*(A - [A + A - B - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1093,0,0,[(-A + [2*B - D])*(A - [-A/2 + B + D/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1102,0,0,[(-B + [2*A - [-A + B + D]])*(B - [2*A + D - 2*[A/2 + B/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1119,0,0,[(-A + [-2*[A/2 + D/2] + 3*(A/3 + 2*B/3)])*(A - [-A/2 + B + D/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1133,0,0,[(A - [-B + 2*[A/2 + A/2 - B/2 + D/2]])*(A - [-A/2 + B + D/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1234,0,0,[(-A + [-[A - B + D] + 2*(A/2 + B/2)])*(A - [-A - A + B + B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1455,0,0,[(-A + [B/2 + [2*[A/2 + B/2] - D]/2])*(A - [B/2 + [-A + B + D]/2])]+1/4*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1491,0,0,[(A - [-2*A + B + 2*[B/2 + D/2]])*(A - [- B + 2*[D/2+A/2]-B+A])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1515,0,0,[(-A + [3*[A/3 + 2*B/3]/2 - D/2])*(A - [-A/2 + B + D/2])]+1/4*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1541,0,0,[(A - [2*B - [2*A - D]])*(A - [2*A - B - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1571,0,0,[(A - [-A - A + B + B + D])*(A - [-B + 2*[A/2 + [A - B + D]/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1591,0,0,[(A - [-A+ B+[- A+ B + D]])*(A - [A + A - B - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1593,0,0,[(-A + [A/2 + B/2 + B/2 - D/2])*(A - [-A - A + B + B + D])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1595,0,0,[(A - [-A - A + B + B + D])*(A - [2*A - B - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1598,0,0,[(-B + [A + 2*A - B - D])*(B - [A - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1602,0,0,[(-A + [B/2 + [A + B - D]/2])*(A - [-A - A + B + B + D])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1606,0,0,[(A - [A + A - B - B + D])*(A - [-A/2 + B + D/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1607,0,0,[(A - [-A - A + B + B + D])*(A - [-B + 2*[A - B/2 + D/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1609,0,0,[(A - [-A - A + B + B + D])*(A - [-B + 2*[A/2 + [-B + 2*[A/2 + D/2]]/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1619,0,0,[(A - [-A - A + B + B + D])*(A - [-B + 2*[A/2 + A/2 - B/2 + D/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1620,0,0,[(A - [-A + B + 2*[B/2+ D/2]-A])*(A- [-B+[-B+D+A]+A)]]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1628,0,0,[(A - [A + A - B - B + D])*(A - [B/2 + [-A + B + D]/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1631,0,0,[(A - [A - 2*B + 2*[A/2 + D/2]])*(A - [-A/2 + B + D/2])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1633,0,0,[(A - [-2*A + B + 2*[B/2 + D/2]])*(A - [-B + 2*[A - B/2 + D/2]])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1647,0,0,[(A - [-2*A + B + 2*[B/2 + D/2]])*(A - [A-B+[- B + D+ A] ])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1648,0,0,[(A - [-2*A + B + 2*[B/2 + D/2]])*(A - [2*A - B - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1650,0,0,[(-A + [B/2 + [A + B - D]/2])*(A - [-2*A + B + 2*[B/2 + D/2]])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1697,0,0,[(A - [-A - A + 2*B + D])*(A - [A + A - B - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1734,0,0,[(-B + [2*A - [-A + B + D]])*(B - [-A + 2*A - B + D])]+[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1735,0,0,[(-A + [B/2 + [A + B - D]/2])*(A - [-A/2 + B + D/2])]+1/4*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1759,0,0,[(A - [2*A - 2*B + D])*(A - [2*B/3 + D/3])]+1/3*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1762,0,0,[(-A + [B/2 + [A + B - D]/2])*(A - [2*B/3 + D/3])]+1/6*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_3,1776,0,0,[(-B + [3*A/2 - D/2])*(B - [A - B + D])]+1/2*[4*(-A + B)**2 - (-A + D)**2]
3.2_examples_4,1,0,0,[-5*(A - B)**2/4 + (A - [B/2 + C/2])**2 + (B - [A/2 + C/2])**2]-1/2*[(-A + C)*(-B + C)]
3.2_examples_5,2,0,0,[(A - C)*(B - D)]+[-(A - [-B + C + D])**2/4 + (-D + [-A/2 - B/2 + B + C/2 + D/2])**2]
3.2_examples_5,17,0,0,[(A - C)*(B - D)]+[(C - [B + 2*D - 2*[-A/2 + B + D/2]])**2/4 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,30,1,0,[(A - C)*(B - D)]+[(-A + [-B + 2*B + C - 2*D + D])**2/4 - (A - [-B + C + D])**2/4]
3.2_examples_5,38,0,0,[(A - C)*(B - D)]+[(-[A - 2*B + 2*D] + [-B + C + D])**2/4 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,50,0,0,[(A - C)*(B - D)]+[(-B + [-A + 2*B + C - 2*D + D])**2/4 - (-C + [A + B - D])**2/4]
3.2_examples_5,55,0,0,[(A - C)*(B - D)]+[(D - [A - 2*B + B - C + 2*D])**2/4 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,74,0,0,[(A - C)*(B - D)]+[(B - [A/2 + B/2 - C/2 + D/2])**2 - (B - [-A + C + D])**2/4]
3.2_examples_5,90,0,0,[(A - C)*(B - D)]+[-(B - [-A + C + D])**2/4 + (C - [A - B + D])**2/4]
3.2_examples_5,102,0,0,[(A - C)*(B - D)]+[(-D + [-A + B + C])**2/4 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,106,0,0,[(A - C)*(B - D)]+[-(A - [-B + C + D])**2/4 + (-[A/2 + D/2] + [B/2 + C/2])**2]
3.2_examples_5,110,0,0,[(A - C)*(B - D)]+[(-[A/2 + D/2] + [B/2 + C/2])**2 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,118,0,0,[(A - C)*(B - D)]+[-(-C + [A + B - D])**2/4 + (-[A/2 - C/2 + D] + [B/2 + D/2])**2]
3.2_examples_5,119,0,0,[(A - C)*(B - D)]+[(-[A/2 - B/2 + D] + [C/2 + D/2])**2 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,128,0,0,[(A - C)*(B - D)]+[-(B - [-A + C + D])**2/4 + (-[-B + 2*[D/2 + [A/2 + B/2]/2]] + [C/2 + D/2])**2]
3.2_examples_5,140,0,0,[(A - C)*(B - D)]+[-(-D + [A + B - C])**2/4 + (-[B/2 + [A - 2*B + 2*D]/2] + [C/2 + D/2])**2]
3.2_examples_5,145,0,0,[(A - C)*(B - D)]+[-(-D + [A + B - C])**2/4 + (-[A/2 - B + B/2 + D] + [C/2 + D/2])**2]
3.2_examples_5,157,0,0,[(A - C)*(B - D)]+[(-D + [-A/2 + 3*[B/3 + C/3 + D/3]/2])**2 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,169,1,0,[(A - C)*(B - D)]+[(-D + [C/2 + [-A + B + D]/2])**2 - (-D + [A + B - C])**2/4]
3.2_examples_5,174,0,0,[(A - C)*(B - D)]+[(-D + [B/2 + [-A + C + D]/2])**2 - (-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_examples_5,184,1,0,[(A - C)*(B - D)]+[-(A - [-B + C + D])**2/4 + (B - [A/2 + [B + 2*D - 2*[C/2 + D/2]]/2])**2]
3.2_examples_5,203,0,0,[(A - C)*(B - D)]+[(-D + [B + C/2 + D/2 - [A/2 + B/2]])**2 - (-D + [A + B - C])**2/4]
3.2_examples_6,1,0,0,[(A - O)**2 - (B - O)**2 + (C - O)**2]+[2*(-A + B)*(B - C) - (A - [B - C + O])**2]
3.2_examples_6,8,0,0,[(A - O)**2 - (B - O)**2 + (C - O)**2]+[2*(-A + B)*(B - C) - 4*(-[B/2 + O/2] + [A/2 + C/2])**2]
3.2_examples_6,13,0,0,[(A - O)**2 - (-B + [A + C - O])**2 + (C - O)**2]+[2*(-A + B)*(B - C) - (B - O)**2]
3.2_examples_6,26,0,0,[(A - O)**2 - (B - O)**2 - 4*(-[B/2 + O/2] + [A/2 + C/2])**2]+[2*(-A + B)*(B - C) + (C - O)**2]
3.2_examples_6,39,0,0,[(-A + B)*(B - C)]+1/2*[(C - O)**2 - ([A - B + C] - O)**2]+1/2*[(A - O)**2 - (B - O)**2]
3.2_examples_6,43,0,0,[(-A + B)*(B - C)]+1/2*[(C - O)**2 - ([-B + 2*[A/2 + C/2]] - O)**2]+1/2*[(A - O)**2 - (B - O)**2]
3.2_examples_6,47,0,0,[(-A + B)*(B - C)]+1/2*[-(B - O)**2 + (C - O)**2]+1/2*[(A - O)**2 - (C - [-A + B + O])**2]
3.2_examples_6,50,0,0,[(-A + B)*(B - C)]+1/2*[-(B - O)**2 + (C - O)**2]+1/2*[-(A - [-C + 2*[B/2 + O/2]])**2 + (A - O)**2]
3.2_examples_7,1,0,0,[-(A - B)**2 + (A - D)**2 + (B - C)**2]+[-2*(A - C)*(B - D) - (C - D)**2]
3.2_examples_7,5,0,0,[(A - C)*(B - D)]-1/2*[-(A - B)**2 + (A - D)**2]-1/2*[(B - C)**2 - (C - D)**2]
3.2_examples_9,51,0,0,[(-B + P)*(-C + [-A + 2*[-A/2 + B/2 + C/2 + P/2]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,55,0,0,[(-B + P)*(-[A/2 + C/2] + [[-A + B + C]/2 + P/2])]+1/2*[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,57,0,0,[(-B + P)*(C - [2*A - [B - C + P]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,64,0,0,[(-A + [-A + B - C + C + P])*(-B + P)]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,89,0,0,[(-A + [B + 2*[C/2 + P/2] - 2*(A/2 + C/2)])*(-B + P)]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,93,0,0,[(-B + P)*(-C + [B + C - [2*A - P]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,96,0,0,[(-B + P)*(C - [2*A + C - 2*[B/2 + P/2]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,100,0,0,[(-A + [-A + B + P])*(-B + P)]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,107,0,0,[(-A + [-C + 2*[-A/2 + 3*[B/3 + C/3 + P/3]/2]])*(-B + P)]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,109,0,0,[(-B + P)*(-C + [-2*A + 3*[B/3 + C/3 + P/3]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,111,0,0,[(-B + P)*(-[A/2 + C/2] + [-A/2 + 3*[B/3 + C/3 + P/3]/2])]+1/2*[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,115,0,0,[(-B + P)*(B - [2*A - P])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,130,0,0,[(-B + P)*(-[-C + 2*[A/2 + [-B + 2*[A/2 + C/2]]/2]] + P)]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,142,0,0,[(-B + P)*(B - [-C + 2*[A/2 + A/2 + C/2 - P/2]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,144,0,0,[(-B + P)*(B - [-C + 2*[A + C/2 - P/2]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,146,0,0,[(-B + P)*(B - [-C + 2*[A/2 + [A + C - P]/2]])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,148,0,0,[(-B + P)*(B - [-[-A + C + P] + 2*(A/2 + C/2)])]+[(-A + B)**2 - (-A + P)**2]
3.2_examples_9,173,0,0,[(-A + [-A + B + C])*(B - P)]-[(-A + B)**2 - (-A + P)**2]+[(-B + P)*(C - P)]
3.2_examples_9,175,0,0,[(B - [2*A - C])*(B - P)]-[(-A + B)**2 - (-A + P)**2]+[(-B + P)*(C - P)]
3.2_exercises_1,2,0,0,[(B - P)*(-C + [-A + A + B - C + P])]+[-(B - C)**2 + (C - P)**2]
3.2_exercises_1,14,0,0,[(B - P)*(-[A/2 + C - P/2] + [A/2 + B/2])]+1/2*[-(B - C)**2 + (C - P)**2]
3.2_exercises_1,15,0,0,[(B - P)*(-[C/2 + [A - B + C]/2] + [A/2 + P/2])]+1/2*[-(B - C)**2 + (C - P)**2]
3.2_exercises_1,26,0,0,[(B - P)*(-[A/2 + C/2] + [A/2 + B/2 - C/2 + P/2])]+1/2*[-(B - C)**2 + (C - P)**2]
3.2_exercises_1,30,0,0,[(-A + [A - 2*C + 2*[B/2 + P/2]])*(B - P)]+[-(B - C)**2 + (C - P)**2]
3.2_exercises_1,37,0,0,[(B - P)*(-[A/2 + C/2] + [-C/2 + 3*[A/3 + B/3 + P/3]/2])]+1/2*[-(B - C)**2 + (C - P)**2]
3.2_exercises_1,39,0,0,[(B - P)*(-C + [-A/2 + 3*[A/3 + B/3 + P/3]/2])]+1/2*[-(B - C)**2 + (C - P)**2]
3.2_exercises_2,3,0,0,[(A - [B/2 + C/2])*(B - [A/2 + C/2])]+9/32*[-(A - C)**2 + (A - [-A + A/3 + B/3 + B + C/3])**2]
3.2_exercises_2,4,0,0,[(A - [B/2 + C/2])*(B - [A/2 + C/2])]+9/32*[-(A - C)**2 + (-[A/3 + B/3 + C/3] + [2*A - B])**2]
3.2_exercises_3,1,0,0,[(-[2*A/3 + B/3] + [A/2 + C/2])*([A/2 + C/2] - [A/3 + 2*B/3])]+[(A - B)**2/36 - (-B + C)**2/4]
3.2_exercises_4,1,0,0,[(-A + B)*(-A + C)]-1/8*[9*(-A + [2*B/3 + C/3])**2 - (B - [A - B + C])**2]
3.2_exercises_4,3,0,0,[(-A + B)*(-A + C)]-1/8*[9*(-A + [2*B/3 + C/3])**2 - (-C + [-A + 2*B])**2]
3.2_exercises_5,1,0,0,[(-A + B)*(-A + C)]-9/8*[(-A + [2*B/3 + C/3])**2 - 4*(B - [A/2 + C/2])**2/9]
3.2_exercises_6,4,0,0,[(A - C)*(B - D)]+1/4*[-(A - [-B + C + D])**2 + (-C + [A - B + D])**2]
3.2_exercises_6,23,0,0,[(A - C)*(B - D)]+1/4*[(-C + [A - B + D])**2 - (-C + [-D + 2*[A/2 + B/2]])**2]
3.2_exercises_6,26,0,0,[(A - C)*(B - D)]+1/4*[-(B - [-A + C + D])**2 + 4*(-[B/2 + C/2] + [A/2 + D/2])**2]
3.2_exercises_6,32,0,0,[(A - C)*(B - D)]+1/4*[4*(-[B/2 + C/2] + [A/2 + D/2])**2 - 4*(-[C/2 + D/2] + [A/2 + B/2])**2]
3.2_exercises_7,7,0,0,[(B - C)*(-[C/2 + D/2] + [A - B/2 + D/2])]+[(A - B)**2/2 - (A - C)**2/2]
3.2_exercises_7,9,0,0,[(A - [D/2 + [B + C - D]/2])*(B - C)]+[(A - B)**2/2 - (A - C)**2/2]
3.2_exercises_8,3,0,0,[(A - [B + C - D])*(-C + [-A + B + D])]+[(A - B)**2 - (C - D)**2]
3.2_exercises_8,15,0,0,[(-C + [A - B + D])*(-[A/2 + C/2] + [B/2 + D/2])]+1/2*[(A - B)**2 - (C - D)**2]
3.2_exercises_8,21,0,0,[(-[B/2 + C/2] + [A/2 + D/2])*(-[A/2 + C/2] + [B/2 + D/2])]+1/4*[(A - B)**2 - (C - D)**2]
3.2_exercises_8,22,0,0,[(-A + [B - C + D])*(A - [B + C - D])]+[(A - B)**2 - (C - D)**2]
3.3_example_1,2,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]+[2*(-A + B)*([B - C + Q] - P) - ([A - B + C] - Q)**2]
3.3_example_1,17,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]+[2*(-A + B)*(-C + [2*[B/2 + Q/2] - P]) - ([A - B + C] - Q)**2]
3.3_example_1,32,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]+[2*(-A + B)*(-C + [B - P + Q]) - 4*(-[B/2 + Q/2] + [A/2 + C/2])**2]
3.3_example_1,40,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]+[4*(-A + B)*(-[C/2 + P/2] + [B/2 + Q/2]) - (-B + [2*[A/2 + C/2] - Q])**2]
3.3_example_1,117,0,0,[(A - P)**2 - (C - [-A + 2*[B/2 + Q/2]])**2 + (C - Q)**2]+[4*(-A + B)*(-[C/2 + P/2] + [B/2 + Q/2]) - (-B + P)**2]
3.3_example_1,214,0,0,[-(-B + [A + C - Q])**2 - (-B + P)**2 + (C - Q)**2]+[2*(-A + B)*(B - [C + P - Q]) + (A - P)**2]
3.3_example_1,224,0,0,[-(A - [-C + 2*[B/2 + Q/2]])**2 - (-B + P)**2 + (C - Q)**2]+[2*(-A + B)*(-[-B + C + P] + Q) + (A - P)**2]
3.3_example_1,268,0,0,[-(-B + [A + C - Q])**2 - (-B + P)**2 + (C - Q)**2]+[2*(-A + B)*([-C + 2*[B/2 + Q/2]] - P) + (A - P)**2]
3.3_example_1,294,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]+2*[(-A + B)*(B - C)]+[-2*(-A + B)*(P - Q) - ([A - B + C] - Q)**2]
3.3_example_1,297,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]+2*[(-A + B)*(B - C)]+[-2*(-A + B)*(P - Q) - (C - [-A + 2*[B/2 + Q/2]])**2]
3.3_example_1,301,0,0,[-(A - [B - C + Q])**2 + (A - P)**2 + (C - Q)**2]+2*[(-A + B)*(B - C)]+[-2*(-A + B)*(P - Q) - (-B + P)**2]
3.3_example_1,315,0,0,[(A - P)**2 - (-B + P)**2 - (C - [-A + 2*[B/2 + Q/2]])**2]+2*[(-A + B)*(B - C)]+[-2*(-A + B)*(P - Q) + (C - Q)**2]
3.3_example_1,329,0,0,[(A - P)**2 - (-B + P)**2 + (C - Q)**2]-2*[(-A + B)*(P - Q)]+[2*(-A + B)*(B - C) - (C - [-A + B + Q])**2]
3.3_example_1,345,0,0,[(A - P)**2 - (-B + [2*[A/2 + C/2] - Q])**2 + (C - Q)**2]-2*[(-A + B)*(P - Q)]+[2*(-A + B)*(B - C) - (-B + P)**2]
3.3_example_1,366,0,0,[(-A + B)*(-C + [B - P + Q])]+1/2*[(A - P)**2 - (-B + P)**2]+1/2*[-(A - [B - C + Q])**2 + (C - Q)**2]
3.3_example_1,371,0,0,[(-A + B)*(B - [C + P - Q])]+1/2*[(A - P)**2 - (-B + P)**2]+1/2*[-(A - [B - C + Q])**2 + (C - Q)**2]
3.3_example_1,374,0,0,[(-A + B)*(-[-B + C + P] + Q)]+1/2*[-(C - [-A + B + Q])**2 + (C - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,383,1,1,[(-A + B)*(B - C) - (-A + B)*(P - Q)]+1/2*[-(C - [-A + B + Q])**2 + (C - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,391,0,0,[(-A + B)*(B - [C + P - Q])]+1/2*[(C - Q)**2 - ([A - B + C] - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,392,0,0,[(-A + B)*(B - [2*[C/2 + P/2] - Q])]+1/2*[(C - Q)**2 - ([A - B + C] - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,402,0,0,[(-A + B)*(B - [2*[C/2 + P/2] - Q])]+1/2*[(A - P)**2 - (-B + P)**2]+1/2*[-(-B + [A + C - Q])**2 + (C - Q)**2]
3.3_example_1,403,0,0,[(-A + B)*(B - C) - (-A + B)*(P - Q)]+1/2*[(A - P)**2 - (-B + P)**2]+1/2*[-(-B + [A + C - Q])**2 + (C - Q)**2]
3.3_example_1,421,0,0,[(-A + B)*(B - [C + P - Q])]+1/2*[-(C - [-A + 2*[B/2 + Q/2]])**2 + (C - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,423,1,1,[(-A + B)*(B - C) - (-A + B)*(P - Q)]+1/2*[-(C - [-A + 2*[B/2 + Q/2]])**2 + (C - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,432,0,0,[(-A + B)*(B - [2*[C/2 + P/2] - Q])]+1/2*[(C - Q)**2 - ([-B + 2*[A/2 + C/2]] - Q)**2]+1/2*[(A - P)**2 - (-B + P)**2]
3.3_example_1,441,0,0,[(-A + B)*(B - [C + P - Q])]+1/2*[(A - P)**2 - (-B + P)**2]+1/2*[(C - Q)**2 - 4*(-[B/2 + Q/2] + [A/2 + C/2])**2]
3.3_example_1,469,0,0,[(-A + B)*(-[C/2 + P/2] + [B/2 + Q/2])]+1/4*[-(-B + P)**2 + (C - Q)**2]+1/4*[(A - P)**2 - (C - [-A + B + Q])**2]
3.3_example_1,497,1,0,[(-A + B)*(-[-B + 2*[C/2 + P/2]] + Q)]+1/2*[-(A - [-C + 2*[B/2 + Q/2]])**2 + (A - P)**2]+1/2*[-(-B + P)**2 + (C - Q)**2]
3.3_example_1,505,0,0,[(-A + B)*([B - C + Q] - P)]+1/2*[-(-B + P)**2 + (C - Q)**2]+1/2*[(A - P)**2 - (C - [-A + 2*[B/2 + Q/2]])**2]
3.3_example_1,508,1,0,[(-A + B)*([-C + 2*[B/2 + Q/2]] - P)]+1/2*[-(-B + P)**2 + (C - Q)**2]+1/2*[(A - P)**2 - (C - [-A + 2*[B/2 + Q/2]])**2]
3.3_example_1,532,0,0,[(A - O)**2 + 2*(A - P)*(-[3/2*[C/3+2/3*[A/2+B/2]]-B/2] + O)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([3/2*[C/3+2/3*[A/2+B/2]]-B/2] - O)]
3.3_example_1,543,1,1,[(-A + B)*(B - C) - (-A + B)*(P - Q)]+1/2*[-(-B + P)**2 + (C - Q)**2]+1/2*[(A - P)**2 - (-B + [2*[A/2 + C/2] - Q])**2]
3.3_example_1,553,0,0,[2*(-A + B)*(B - C) - (A - [B - C + Q])**2]+[(A - P)**2 - (-B + P)**2]+[-2*(-A + B)*(P - Q) + (C - Q)**2]
3.3_example_1,570,0,0,[-2*(-A + B)*(P - Q) - (-B + P)**2]+[(A - P)**2 - (-B + [2*[A/2 + C/2] - Q])**2]+[2*(-A + B)*(B - C) + (C - Q)**2]
3.3_example_1,584,0,0,[-2*(-A + B)*(P - Q) - (A - [-C + 2*[B/2 + Q/2]])**2]+[-(-B + P)**2 + (C - Q)**2]+[2*(-A + B)*(B - C) + (A - P)**2]
3.3_example_1,610,0,0,[2*(-A + B)*(B - C) - (-B + P)**2]+[-(-B + [A + C - Q])**2 + (C - Q)**2]+[-2*(-A + B)*(P - Q) + (A - P)**2]
3.3_example_1,618,0,0,[(-A + B)*(P - Q)]-1/2*[(C - Q)**2 - ([A - B + C] - Q)**2]-1/2*[(A - P)**2 - (-B + P)**2]-[(-A + B)*(B - C)]
3.3_example_1,620,0,0,[(-A + B)*(P - Q)]-1/2*[(A - P)**2 - (-B + P)**2]-1/2*[-(A - [-C + 2*[B/2 + Q/2]])**2 + (C - Q)**2]-[(-A + B)*(B - C)]
3.3_example_1,628,0,0,[(-A + B)*(P - Q)]-1/2*[-(-B + P)**2 + (C - Q)**2]-1/2*[(A - P)**2 - (-B + [A + C - Q])**2]-[(-A + B)*(B - C)]
3.3_example_1,629,0,0,[(-A + B)*(P - Q)]-1/2*[-(A - [-C + 2*[B/2 + Q/2]])**2 + (A - P)**2]-1/2*[-(-B + P)**2 + (C - Q)**2]-[(-A + B)*(B - C)]
3.3_example_10,764,0,0,[(-B + [[-C + 2*P]/2 + Q/2])*(C - Q)]+1/2*[([B/2 + C/2] - Q)**2 - (-B + P)**2]+1/2*[([B/2 + C/2] - [-[2*[B/2 + C/2] - Q] + P + Q])*([B/2 + C/2] - P)]
3.3_example_10,1354,1,1,[([B/2 + C/2] - Q)*(-[-B/2 + P/2 + P/2 + Q/2] + [B/4 + 3*C/4])]+1/2*[([B/2 + C/2] - P)**2 - (-B + P)**2]+1/2*[(C - Q)*(-[B + B + C - P - Q] + P)]
3.3_example_10,1490,1,1,[([B/2 + C/2] - Q)*(C - [-[B/2 + B + C/2 - Q] + 2*P])]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[(C - Q)*(-[2*[B + C/2 - P/2] - Q] + P)]
3.3_example_10,2905,1,0,[([B/2 + C/2] - P)*(B - [-[B/2 + C/2 + C - P] + 2*Q])]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[(-B + P)*([2*[C/2 + [B + C - Q]/2] - Q] - P)]
3.3_example_10,2948,0,0,[([B/2 + C/2] - P)*(C - [-B + 2*[[-[B/2 + C/2] + P + Q]/2 + Q/2]])]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[(-B + P)*(B - [-C - C + P + 2*Q])]
3.3_example_10,3448,0,0,[(-B + P)*(C - [-[2*[B/2 + C/2] - Q] + P + Q])]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[([B/2 + C/2] - [-[2*[B/2 + C/2] - Q] + P + Q])*([B/2 + C/2] - P)]
