Eid,Id,Value_1,Value_2,Identity
3.3_example_10,4011,0,0,[([B/2 + C/2] - P)**2 - (-B + P)**2 - (C - Q)**2]+[([B/2 + C/2] - Q)*(C - [-[B/2 + [2*B + C - 2*P]/2] + P + Q])]-2*[(-B + P)*(-C + Q)]
3.3_example_10,4132,1,1,[(-B + [-B - C + 2*P + Q])*(C - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[([B/2 + C/2] - Q)*([2*[3*B/4 + C/4 + C/2 - P/2] - Q] - P)]
3.3_example_10,4590,1,0,[([B/2 + C/2] - P)*([B/2 + B + C/2 + C - P - Q] - Q)]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[(-B + P)*(B - [-C + 2*[[-C + 2*[P/2 + Q/2]]/2 + Q/2]])]
3.3_example_10,6536,1,1,[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[([B/2 + C/2] - P)*([3*B/2 + C/2 + C - Q - Q] - P) + ([2*[B/2 + [2*C - Q]/2] - Q] - P)*(-B + P)]
3.3_example_10,6613,1,1,[-2*(-B + P)*(-C + Q) - (C - Q)**2]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[([B/2 + C/2] - Q)*([C/2 + [B + 2*[2*[B/2 + C/2] - P] - 2*P]/2] - Q)]
3.3_example_10,6869,1,0,[(-B + P)*([2*[B/2 + C - Q/2] - P] - Q)]+[([B/2 + C/2] - P)**2 - (C - Q)**2]+[([B/2 + C/2] - [-[2*[B/2 + C/2] - P] + P + Q])*([B/2 + C/2] - Q)]
3.3_example_10,6946,0,0,[([B/2 + B + C/2 - [-C + 2*Q]] - P)*([B/2 + C/2] - P) + (B - [-2*C + 3*[P/3 + 2*Q/3]])*(-B + P)]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]
3.3_example_10,7300,0,0,[(-B + P)*([B + 2*C - 2*Q] - P)]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[([B/2 + C/2] - P)*([2*[B/2 + [C/2 + [B + 2*C - 2*Q]/2]/2] - Q] - P)]
3.3_example_10,8062,0,1,[([B/2 + C/2] - Q)*([2*[B/2 + [B/2 + C/2 + C - P]/2] - Q] - P)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+2*[(-B + [-C/2 + 3*[2*P/3 + Q/3]/2])*(C - Q)]
3.3_example_10,8223,1,0,[([B/2 + C/2] - Q)*(-[[-B + 2*P]/2 + Q/2] + [B/4 + 3*C/4])]+1/2*[([B/2 + C/2] - P)**2 - (-B + P)**2]+1/2*[(C - Q)*(-[B + C - P] + [-B + 2*[P/2 + Q/2]])]
3.3_example_10,8400,1,1,[(-B + [-[B + C - Q] + 2*P])*(C - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[([B/2 + C/2] - Q)*(C - [-[2*[3*B/4 + C/4] - Q] + 2*P])]
3.3_example_10,8971,0,0,[([B/2 + C/2] - P)**2 - (-B + P)**2 - (C - Q)**2]+[([B/2 + C/2] - Q)*([B/2 + B + 3*C/2 - P - P] - Q)]-2*[(-B + P)*(-C + Q)]
3.3_example_10,9236,1,1,[([B/2 + C/2] - Q)*([-[-C + 2*[P/2 + Q/2]] + 2*(3*B/4 + C/4)] - P)]+[([B/2 + C/2] - P)**2 - (C - Q)**2]+[(-B + P)*(B - [-2*C + 3*[P/3 + 2*Q/3]])]
3.3_example_10,10012,1,0,[([B/2 + C/2] - Q)*([2*[B/4 + B/2 + 3*C/4 - P/2] - Q] - P)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+2*[(C - Q)*(-[B + C/2 - Q/2] + P)]
3.3_example_10,11019,0,0,[([B/2 + C/2] - P)*(-[-[B/2 + C/2] + P + Q] + [B + C - Q])]+[([B/2 + C/2] - Q)**2 - (-B + P)**2]+[(-B + [-2*[B/2 + C/2] + 2*P + Q])*(C - Q)]
3.3_example_10,12219,1,1,[([B/2 + C/2] - Q)*(B - [2*[P/2 + Q/2] + P - 2*(B/4 + 3*C/4)])]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[(-C + [-B - B + P + P + Q])*(C - Q)]
3.3_example_10,13547,1,0,[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[([B/2 + C/2] - P)*([B/2 + C/2 + C - [-B + 2*Q]] - P) + ([B + 2*C - Q - Q] - P)*(-B + P)]
3.3_example_10,13996,1,0,[([B/2 + C/2] - Q)*(C - [-[2*[3*B/4 + C/4] - P] + P + Q]) + ([2*[B/2 + C - Q/2] - Q] - P)*(-B + P)]+[([B/2 + C/2] - P)**2 - (C - Q)**2]
3.3_example_10,14168,0,1,[([B/2 + C/2] - P)*([3*B/2 + C/2 + C - P - Q] - Q)]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[(-B + P)*([2*[B/2 + C/2 + C/2 - Q/2] - Q] - P)]
3.3_example_10,14206,0,0,[(-B + P)*(C - [-B - C + P + 2*Q])]+[([B/2 + C/2] - P)**2 - (C - Q)**2]+[([B/2 + C/2] - [-[2*[B/2 + C/2] - P] + P + Q])*([B/2 + C/2] - Q)]
3.3_example_10,15505,0,0,[([B/2 + C/2] - [[-C + P + Q]/2 + Q/2])*(-B + P)]+1/2*[([B/2 + C/2] - Q)**2 - (C - Q)**2]+1/2*[([B/2 + C/2] - [-B + 2*[[-C + P + Q]/2 + Q/2]])*([B/2 + C/2] - P)]
3.3_example_10,15630,0,0,[([B/2 + B + C/2 - [-C + 2*Q]] - P)*([B/2 + C/2] - P) + 2*(-B + [-C/2 + P + Q/2])*(C - Q)]+[([B/2 + C/2] - Q)**2 - (-B + P)**2]
3.3_example_10,16217,1,1,[([B/2 + C/2] - P)*(C - [-2*[3*B/4 + C/4] + P + 2*Q]) + (C - Q)*(-[B + C - [-B + 2*P]] + Q)]+[([B/2 + C/2] - Q)**2 - (-B + P)**2]
3.3_example_10,16221,0,0,[([B/2 + C/2] - P)*(-[P/2 + Q/2] + [3*[B/2 + C/2]/2 - Q/2])]+1/2*[([B/2 + C/2] - Q)**2 - (C - Q)**2]+1/2*[(-B + P)*([B + 2*C - Q - Q] - P)]
3.3_example_10,16349,1,0,[(-B + P)*(C - [-2*[B/2 + C/2] + P + 2*Q])]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+2*[([B/2 + C/2] - P)*(-[P/2 + Q/2] + [C/4 + 3*[B + 2*C/3 - 2*Q/3]/4])]
3.3_example_10,16612,1,1,[(-B + [-B - C + 2*P + Q])*(C - Q)]+[([B/2 + C/2] - Q)**2 - (-B + P)**2]+[([B/2 + C/2] - P)*([C/2 + [B + 2*B + 2*C - 2*P - 2*Q]/2] - Q)]
3.3_example_10,17360,1,0,[([B/2 + C/2] - [-[2*[B/2 + C/2] - Q] + 2*P])*([B/2 + C/2] - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[(C - Q)*(-[2*[B/2 + B/2 + C/2 - P/2] - P] + Q)]
3.3_example_10,22600,1,0,[-(-B + P)**2 + (C - Q)*(-[2*B + C - 2*P] + Q)]+[([B/2 + C/2] - P)**2 + ([B/2 + B + 3*C/2 - P - P] - Q)*([B/2 + C/2] - Q)]
3.3_example_10,22633,1,1,[([B/2 + C/2] - Q)*([-[-C + 2*[P/2 + Q/2]] + 2*(3*B/4 + C/4)] - P)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+2*[(-B + [-C/2 + P + Q/2])*(C - Q)]
3.3_example_10,23250,1,1,[(-B + P)*(C - [-B - C + P + 2*Q])]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+2*[([B/2 + C/2] - P)*(-[[-C + 2*[P/2 + Q/2]]/2 + Q/2] + [3*B/4 + C/4])]
3.3_example_10,24259,1,0,[([B/2 + C/2] - P)*(C - [-B - B/2 - C/2 + P + Q + Q])]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[(-B + P)*(B - [-C + 2*[[-C + P + Q]/2 + Q/2]])]
3.3_example_10,24824,1,1,[(-B + [-[2*[B/2 + C/2] - P] + 2*(P/2 + Q/2)])*(C - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[([B/2 + C/2] - Q)*([2*[B/2 + [B/2 + C/2 + C - P]/2] - P] - Q)]
3.3_example_10,25068,1,1,[(-B + P)*([2*[B/2 + C/2 + C/2 - Q/2] - P] - Q)]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[([B/2 + C/2] - P)*([B/2 + [C + 2*[B + C - Q] - 2*Q]/2] - P)]
3.3_example_10,25395,0,0,[(-B + [-[2*[B/2 + C/2] - Q] + 2*P])*(C - Q)]+[([B/2 + C/2] - Q)**2 - (-B + P)**2]+[([B/2 + C/2] - [-B + 2*[-C/2 + P/2 + Q]])*([B/2 + C/2] - P)]
3.3_example_10,25799,1,0,[(-B + P)*([B + 2*C - Q - Q] - P)]+[([B/2 + C/2] - P)**2 - (C - Q)**2]+[([B/2 + C/2] - Q)*([B/2 + B + 3*C/2 - P - P] - Q)]
3.3_example_10,26226,1,0,[([B/2 + C/2] - P)*([B + C - [-[B/2 + C/2] + P + Q]] - Q)]+[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[(-B + P)*([B + C + C - P - Q] - Q)]
3.3_example_10,26620,1,1,[([B/2 + C/2] - Q)*([C/2 + [B + 2*B + 2*C - 2*P - 2*P]/2] - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[(C - Q)*(-[B + B + C - P - P] + Q)]
3.3_example_10,26835,0,0,[(-C + [-[2*B - Q] + 2*P])*(C - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[([B/2 + C/2] - Q)*([3*[B/2 + C/2] - 2*P] - Q)]
3.3_example_10,27181,0,0,[(-B + P)*(-[P/2 + Q/2] + [C/2 + [B + C - Q]/2])]+1/2*[([B/2 + C/2] - Q)**2 - (C - Q)**2]+[([B/2 + C/2] - P)*(-[P/2 + Q/2] + [[B + C - Q]/2 + (B/2 + C/2)/2])]
3.3_example_10,27762,0,1,[(-B + [-2*[B/2 + C/2] + 2*P + Q])*(C - Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]+[([B/2 + C/2] - [-2*[B/2 + C/2] + 2*P + Q])*([B/2 + C/2] - Q)]
3.3_example_10,28102,0,0,[([B/2 + C/2] - P)**2 + ([B/2 + C/2] - Q)**2 - (-B + P)**2]+2*[(-[B/2 + C/2] + P)*(-[B/2 + C/2] + Q)]+2*[(-[B/2 + C/2] + [-B/2 + P + Q/2])*(C - Q)]
3.3_example_10,29778,1,1,[([B/2 + C/2] - Q)*(B - [-[B/2 + C/2 + C - P] + P + Q]) + (C - Q)*(-[2*[B + C/2 - P/2] - P] + Q)]+[([B/2 + C/2] - P)**2 - (-B + P)**2]
3.3_example_11,48,0,0,[(A - C)**2 - (-B + C)**2 - (-C + D)**2]+[-(-A + D)**2 + (-B + D)**2]+[-(A - B)**2 + (-D + [A - B + C])**2]
3.3_example_11,54,0,0,[(A - C)**2 - (-B + C)**2 - (-C + D)**2]+[-(-A + D)**2 + (-B + D)**2]+[-(A - B)**2 + (-B + [-D + 2*[A/2 + C/2]])**2]
3.3_example_11,81,0,0,[-(-A + D)**2 - (-B + C)**2 + (-B + [-D + 2*[A/2 + C/2]])**2]+[-(A - B)**2 + (A - C)**2]+[(-B + D)**2 - (-C + D)**2]
3.3_example_11,121,0,0,[-(-A + D)**2 - (A - B)**2 + (-B + [A + C - D])**2]+[(A - C)**2 - (-C + D)**2]+[-(-B + C)**2 + (-B + D)**2]
3.3_example_11,196,0,0,[(A - C)**2 - (-B + C)**2 - (-C + D)**2]+[-(-A + D)**2 + (-D + [-B + 2*[A/2 + C/2]])**2]+[-(A - B)**2 + (-B + D)**2]
3.3_example_11,282,0,0,[-(-A + D)**2 - (A - B)**2 + (-B + D)**2]+[-(-C + D)**2 + (-D + [A - B + C])**2]+[(A - C)**2 - (-B + C)**2]
3.3_example_13,145,1,1,[-2*(-D + P)*([A/2 + C/2] - O) - (D - O)**2]+[(-A + [-[B + C - O] + 2*(B/2 + O/2)])*(A - P) + (A - O)**2]+[(-A + D)*(-C + D)]
3.3_example_13,147,1,0,[-2*(-D + P)*([A/2 + C/2] - O) - (D - O)**2]+[(-A + [-[2*[B/2 + C/2] - O] + 2*(B/2 + O/2)])*(A - P) + (A - O)**2]+[(-A + D)*(-C + D)]
3.3_example_13,153,1,1,[-2*(-D + P)*([A/2 + C/2] - O) - (D - O)**2]+[(-A + [-B + 2*[B/2 - C/2 + O/2 + O/2]])*(A - P) + (A - O)**2]+[(-A + D)*(-C + D)]
3.3_example_13,490,1,1,[(-A + D)*(-C + D) + (A - P)*(B - [A + C - [-B + 2*O]])]+[(A - O)**2 - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,499,1,1,[(-A + D)*(-C + D) + 2*(A - P)*(-[A/2 + B/2] + [B/2 - C/2 + O])]+[(A - O)**2 - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,547,0,0,[(A - O)**2 + (A - P)*(-[A + C - O] + O)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,549,0,0,[(A - O)**2 + 2*(A - P)*(-[C/2 + [A + B - O]/2] + [B/2 + O/2])]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,576,1,1,[(A - O)**2 + 2*(A - P)*(-[3*[A/3 + B/3 + C/3]/2 - O/2] + [B/2 + O/2])]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,579,1,0,[(A - O)**2 + (-C + [-B + 2*[-A/2 + B/2 + O/2 + O/2]])*(A - P)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,595,1,0,[(A - O)**2 + 2*(A - P)*(-[A/2 + B/2] + [[B - C + O]/2 + O/2])]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,597,0,0,[(A - O)**2 + (A - P)*(B - [A + B + C - O - O])]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,610,1,1,[(A - O)**2 + (A - P)*(-[A - B + B + C - O] + O)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,621,1,0,[(A - O)**2 + (A - P)*(-[C - 2*[B/2 + O/2] + 2*(A/2 + B/2)] + O)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,636,1,0,[(A - O)**2 + 2*(A - P)*(-[3/2*[A/3+B/3+C/3]-B/2] + O)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([3/2*[A/3+B/3+C/3]-B/2] - O)]
3.3_example_13,641,0,0,[(A - O)**2 + 2*(A - P)*(-[A/2 + C/2] + O)]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,654,0,0,[(-A + [-C + 2*O])*(A - P) + (A - O)**2]+[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,675,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(-A + [-[B + C - O] + 2*(B/2 + O/2)])*(A - P) + (A - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,683,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(-A + [-B + 2*[B/2 - C/2 + O/2 + O/2]])*(A - P) + (A - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,685,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(-[A + C - O] + O)]
3.3_example_13,697,0,1,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(-[-B + 2*[A/2 + [B + C - O]/2]] + O)]
3.3_example_13,728,1,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(B - [2*[A/2 + B/2 + C/2 - O/2] - O])]
3.3_example_13,733,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + 2*(A - P)*(-[A/2 + B/2] + [[B - C + O]/2 + O/2])]
3.3_example_13,734,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(-[A - B + B + C - O] + O)]
3.3_example_13,746,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (-B + [-A + B - C + O + O])*(A - P)]
3.3_example_13,759,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(-[C - 2*[B/2 + O/2] + 2*(A/2 + B/2)] + O)]
3.3_example_13,778,1,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(B - [3*[A/3 + B/3 + C/3] - 2*O])]
3.3_example_13,783,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(B - [A + B - [-C + 2*O]])]
3.3_example_13,788,0,0,[(-A + D)*(-C + D) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 + (A - P)*(B - [A + 2*[B/2 + C/2] - 2*O])]
3.3_example_13,899,0,0,[3*(A - P)*(-[A/3 + B/3 + C/3] + [B/3 + 2*O/3]) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) + (A - O)**2]
3.3_example_13,904,0,0,[(-B + [-A + B - C + 2*O])*(A - P) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) + (A - O)**2]
3.3_example_13,911,0,0,[(-A + [-C + 2*O])*(A - P) - (D - O)**2]-2*[(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) + (A - O)**2]
3.3_example_13,1022,1,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+[(A - P)*(-B + [-A + B - C + 2*O])]
3.3_example_13,1029,0,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+2*[(A - P)*(-[A/2 + B/2] + [B/2 - C/2 + O])]
3.3_example_13,1033,0,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+[(A - P)*(-C + [-A + 2*O])]
3.3_example_13,1036,0,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+[(A - P)*(-C + [-B + 2*[-A/2 + B/2 + O]])]
3.3_example_13,1040,0,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+[(-A + [-C + 2*O])*(A - P)]
3.3_example_13,1055,0,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+[(-A + [-B + 2*[B/2 - C/2 + O]])*(A - P)]
3.3_example_13,1107,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+2*[(A - P)*(-[A/2 + B/2] + [[B - C + O]/2 + O/2])]
3.3_example_13,1150,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+2*[(A - P)*(-[A/2 + B/2] + [-C/2 + 3*[B/3 + 2*O/3]/2])]
3.3_example_13,1152,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(B - [3*[A/3 + B/3 + C/3] - 2*O])]
3.3_example_13,1155,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(B - [B + C - [-A + 2*O]])]
3.3_example_13,1162,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(B - [A + 2*[B/2 + C/2] - 2*O])]
3.3_example_13,1174,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(-B + [-A + 2*[B/2 - C/2 + O]])]
3.3_example_13,1185,1,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+[(-A + [-B + 2*[[B - C + O]/2 + O/2]])*(A - P)]
3.3_example_13,1195,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(-[A + C - O] + O)]+[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,1246,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(-[[A - B+ C]+ B- O] + O)]+[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,1264,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(-[C-B+[-O+2*[A/2+B/2]]] + O)]+[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,1304,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(-B + [-[A - B + C] + 2*O])]+[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,1305,0,0,[(-A + D)*(-C + D) - (D - O)**2]+[(A - P)*(-C + [-A + 2*O])]+[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]
3.3_example_13,1625,0,0,[(-A + D)*(-C + D) - 2*(-D + P)*([A/2 + C/2] - O)]+[(A - O)**2 - (D - O)**2]+2*[(-A + P)*([A/2 + B/2] - O)]+[(A - P)*(B - C)]
3.3_example_13,1626,0,0,[(A - O)**2 - 2*(-D + P)*([A/2 + C/2] - O)]+[(-A + D)*(-C + D) - (D - O)**2]+2*[(-A + P)*([A/2 + B/2] - O)]+[(A - P)*(B - C)]
3.3_example_13,1633,0,0,[(-A + D)*(-C + D) + (A - P)*(B - C)]+[(A - O)**2 - (D - O)**2]+2*[(-A + P)*([A/2 + B/2] - O)]-2*[(-D + P)*([A/2 + C/2] - O)]
3.3_example_14,6,0,0,[-2*(A - C)**2 + (B - C)**2 + (C - D)**2]-4*[(-A + [B/2 + D/2])*(-C + [B/2 + D/2])]+[(-A + D)**2 + (A - B)**2 - (-B + D)**2]
3.3_example_14,9,0,0,[(-A + D)**2 - (-B + D)**2 + (C - D)**2]+[(A - B)**2 - 2*(A - C)**2]+[-4*(-A + [B/2 + D/2])*(-C + [B/2 + D/2]) + (B - C)**2]
3.3_example_14,45,0,0,[(-A + D)**2 + (A - B)**2 - 2*(A - C)**2]+[2*(-B + D)*(-D + [B/2 + D/2]) + (C - D)**2]+[-4*(-A + [B/2 + D/2])*(-C + [B/2 + D/2]) + (B - C)**2]
3.3_example_14,65,0,0,[-2*(A - C)**2 + (B - C)**2 + (C - D)**2]+[-4*(-A + [B/2 + D/2])*(-C + [B/2 + D/2]) + (A - B)**2]+[(-A + D)**2 + 2*(-B + [B/2 + D/2])*(B - D)]
3.3_example_16,1099,1,0,[(A - K)*(-[2*[A/2 + B/2 + C/2 - O/2] - K] + O)]+[-(A - O)**2 + (K - O)**2]+2*[(A - K)*(C - [-B + 2*[-A/2 + B/4 + C/4 + O/2 + O/2]])]
3.3_example_16,1537,0,1,[(A - K)*(-[A/2 + B/2] + [[-C + K + O]/2 + O/2])]+1/2*[-(A - O)**2 + (K - O)**2]+[(A - K)*(-[-B + 2*O] + [A + C - [B/2 + C/2]])]
3.3_example_16,2028,0,0,[(A - K)*(-[B - 2*[K/2 + O/2] + 2*(A/2 + C/2)] + O)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-[B/2 + C/2] + 2*O])*(A - K)]
3.3_example_16,2542,0,0,[(A - K)*(-B + [-A + 2*[[-C + K + O]/2 + O/2]])]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-C + 2*[-B/4 + C/4 + O]])*(A - K)]
3.3_example_16,3575,1,1,[(A - K)*([A + B - [-C + 2*O]] - [B/2 + C/2])]+1/2*[-(A - O)**2 + (K - O)**2]+1/2*[(A - K)*(-[A + B - [-C + 2*O]] + K)]
3.3_example_16,4427,0,0,[(A - K)*(-[3*[A/3 + B/3 + C/3] - 2*O] + K)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-C + 2*[[-B + B/2 + C/2 + O]/2 + O/2]])*(A - K)]
3.3_example_16,4432,0,0,[(A - K)*(-[B + C - O] + [-A + 2*[K/2 + O/2]])]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-C + 2*[[-B/2 + C/2 + O]/2 + O/2]])*(A - K)]
3.3_example_16,5091,1,1,[(A - K)*(-[3*[A/3 + B/3 + C/3] - 2*O] + K)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-B + B/2 - C/2 + O + O])*(A - K)]
3.3_example_16,5401,1,0,[(A - K)*(-[B/2 + [-2*B + C + 2*O]/2] + [2*[A/2 + C/2] - O])]+1/2*[-(A - O)**2 + (K - O)**2]+1/2*[(-A + [-B - C + K + 2*O])*(A - K)]
3.3_example_16,5736,0,1,[(A - K)*(-[A + B + C - O - O] + K)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [C/2 + [B - 2*C + 2*[-B + 2*O]]/2])*(A - K)]
3.3_example_16,5956,1,0,[(A - K)*(-[A/2 + C/2] + [[-B + K + O]/2 + O/2])]+1/2*[-(A - O)**2 + (K - O)**2]+[(A - K)*(C - [-[A + B/2 - C/2] + 2*O])]
3.3_example_16,6370,1,1,[(A - K)*(-[A + B + C - O - O] + K)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-C + 2*[-B/2 + B/4 + C/4 + O/2 + O/2]])*(A - K)]
3.3_example_16,6557,0,0,[(A - K)*([2*[A/2 + B/2 + C/2 - O/2] - B/2 - C/2] - O)]+1/2*[-(A - O)**2 + (K - O)**2]+1/2*[(A - K)*(-[A + B + C - 2*O] + K)]
3.3_example_16,7451,0,0,[(A - K)*(-[A + B - [-C + K + O]] + O)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-[B/2 + C/2] + 2*O])*(A - K)]
3.3_example_16,8797,0,0,[(A - K)*(-[C/2 + [A + B - K]/2] + O)]+1/2*[-(A - O)**2 + (K - O)**2]+[(A - K)*(-[-B/2 + C/2 + O] + [A + C - O])]
3.3_example_16,8992,0,0,[(A - K)*(-[3*[A/3 + B/3 + C/3]/2 - K/2] + O)]+1/2*[-(A - O)**2 + (K - O)**2]+[(A - [-B/2 - C + C/2 + 2*O])*(A - K)]
3.3_example_16,10344,0,0,[(A - K)*(-[2*[A/2 + [B + C - O]/2] - K] + O)]+[-(A - O)**2 + (K - O)**2]+2*[(A - [-[B/2 + C/2] + 2*O])*(A - K)]
3.3_example_16,10491,0,0,[(A - K)*(-[A/2 + C/2] + [[-B + 2*[K/2 + O/2]]/2 + O/2])]+1/2*[-(A - O)**2 + (K - O)**2]+[(A - K)*([A + B/2 + C/2 - O] - O)]
